student_name,student_id,major,period,grade,passed_subject,get_subject
장유주,2018289955,기계공학과,6,3,"['AMTH1009-10', 'FT4072-00', 'SWCON363-01', 'AR271-00', 'CE400-00', 'ID4017-00', 'SC310-00', 'AMTH1009-16', 'CE277-02', 'SM102-00', 'VID2011-00', 'TC318-00']","['GEE1652-G00', 'GEE1956-G06', 'GEC1403-G34', 'GED1626-G00']"
정승기,2017632329,기계공학과,3,2,"['ENV171-02', 'APHY1002-28', 'GED1542-G00', 'FD111-01', 'APCH2104-00', 'APHY2200-00', 'AMTH1002-10', 'GEC1105-G08']","['GEC2001-G28', 'GEC1105-G45', 'GEB1301-G01', 'EDU3104-G00']"
임민,2021608851,기계공학과,2,1,"['CPE201-13', 'PAM329-00', 'GEN401-00', 'CHE452-00']","['GEB1202-G00', 'GED1108-G00', 'GEC1105-G42', 'GEC1104-G05']"
정효원,2021906400,기계공학과,1,1,"['GEB1201-G00', 'ENV385-01', 'GEE1345-G01', 'GEN308-00', 'AMTH1002-06', 'SPACE212-00']","['GEC1102-G01', 'GEC1403-G35', 'GEC2001-G30', 'EDU2107-G01', 'GEC2001-G35', 'GED1957-G00']"
강민,2015042279,기계공학과,3,2,"['APHY2104-00', 'GEE1330-G02', 'ELC201-00', 'APCH2101-00', 'ENV488-02', 'GEC1403-G27', 'GEC2001-G00', 'GED1508-G01', 'GEN302-00', 'CHI105-00', 'PE101-00', 'SWCON254-00']","['GEC1102-G25', 'GEC1105-G44', 'GEC1102-G54', 'ME382-01', 'GEE1644-G00', 'GEC1105-G38']"
이현석,2012868889,기계공학과,5,3,"['SWCON254-00', 'AE473-03', 'GED1306-G00', 'GEC1102-G38', 'AMTH1005-01', 'GED1208-G01', 'GEC1105-G21', 'GED1542-G00', 'SPACE303-01', 'EDU2101-G00', 'GED1419-G01', 'TC319-00', 'CA3022-00', 'PM3022-15', 'GEN204-00', 'RU1101-02', 'AR251-00', 'GEC1102-G34']","['GEE1332-G05', 'GEC1105-G24', 'GED1865-G00', 'GED1223-G02']"
서희주,2021748003,기계공학과,1,1,"['SWCON367-00', 'ENV385-00', 'FT1073-00', 'AE101-00', 'GEE1670-G00']","['GED1356-G01', 'GEC1403-G37', 'GEC1104-G08', 'GEC1403-G04']"
윤나원,2021364942,기계공학과,1,1,"['EE207-01', 'GEE1670-G00', 'EE210-01', 'AE201-00', 'RU3202-00', 'GEC1105-G04']","['GEC1102-G09', 'GED1242-G00', 'GEE1332-G06', 'GED1737-G00']"
조성빈,2021656560,기계공학과,1,1,"['FSB451-00', 'GEN401-00', 'APHY2105-00', 'OMB412-00', 'GED1508-G00']","['GEC1104-G04', 'GED1736-G00', 'GEC1104-G41', 'EDU2102-G01', 'GED1419-G01']"
서민준,2017006573,기계공학과,4,2,"['PE107-02', 'SPACE412-00', 'APHY3602-00', 'PM4025-13', 'CHI419-00', 'BME213-00', 'ELC205-00', 'PM2023-02', 'CSE204-03', 'FR1011-01']","['GEC1102-G05', 'GEC2001-G17', 'GEC1403-G04', 'GED1735-G00', 'GEC2001-G40']"
서정연,2017856177,기계공학과,8,4,"['FD105-02', 'KO1403-00', 'AMIE441-00', 'GEC1403-G27', 'CDG3253-00', 'FT4074-00', 'RU2304-00', 'EE497-01', 'ELC205-01', 'GED1947-G01', 'ID3012-00', 'SM102-00', 'EE211-01', 'PAM320-00', 'GED1465-G00', 'AMTH1005-01', 'CPE301-06', 'IS1004-00', 'GED1717-G03', 'ELC253-00', 'RU1101-00', 'SC403-01', 'GEC2001-G41']","['GEC1105-G16', 'GED1801-G00', 'GEC1102-G11', 'GED1957-G00', 'EDU3105-G00']"
한소희,2013273230,기계공학과,8,4,"['GEC2001-G19', 'GED1440-G00', 'APCH1121-01', 'SC303-02', 'CHE431-02', 'AMTH1004-01', 'TK307-02', 'IS4205-00', 'FR2041-00', 'APHY1100-02', 'GEC1104-G12', 'PM2026-00', 'AR211-03', 'APCH1101-01', 'EE207-03', 'CHE456-00', 'AMTH1009-04', 'GEN405-00', 'FR4301-00', 'GED1108-G00']","['GED1202-G00', 'GED1541-G00', 'GEC1102-G13', 'GED1208-G00']"
최이안,2013248468,기계공학과,5,3,"['APHY3400-00', 'KO4105-00', 'BME403-00', 'EE361-00', 'GEE1958-G01', 'APCH1101-02', 'AR351-00', 'SPACE411-00', 'PM3022-18', 'GEC1102-G01', 'GEC1102-G41', 'ESP324-00', 'ELC103-00', 'CE202-02', 'AMTH1009-19', 'AR351-00', 'AMTH1005-00', 'NE413-00']","['GEC1403-G03', 'GEB1102-G00', 'GEC1102-G42', 'GED1737-G00']"
윤세준,2021795101,기계공학과,2,1,"['AR311-03', 'GED1960-G00', 'SM424-00', 'LA422-00']","['GEC1403-G15', 'GED1710-G00', 'GED1108-G00', 'GEC1105-G25', 'GEC1102-G44']"
윤준석,2012218289,기계공학과,8,4,"['CPE201-14', 'EE210-03', 'CHE431-03', 'FR2011-01', 'AR352-00', 'TK203-01', 'ME231-03', 'ELC253-00', 'GED1541-G00', 'GEC1105-G24', 'VID3028-01', 'FR2041-00', 'APHY1002-21', 'CE485-01', 'AMIE394-02', 'GED1223-G00', 'ID4017-00', 'AMTH1004-11', 'CE476-00', 'DC216-00']","['GEC1104-G34', 'GEC1105-G06', 'GEC1102-G16', 'GEC1102-G11']"
조호영,2021248965,기계공학과,2,1,"['GEB1102-G08', 'KO3103-00', 'AMIE431-00', 'GE4001-00', 'AMTH1002-04', 'GED1419-G00']","['GED1356-G00', 'GEE1642-G01', 'GED1984-G00', 'GEC1105-G29']"
강유경,2012746240,기계공학과,6,3,"['AMTH1004-10', 'FR3011-00', 'GEC1104-G01', 'SWCON103-00', 'GED1628-G00', 'APHY1002-10', 'LA315-00', 'AE473-03', 'IS2507-00', 'CPE401-08', 'IS2003-01', 'BME403-00', 'ELC203-01', 'ME375-01', 'APHY1100-03', 'OMB204-00', 'GEC1403-G02', 'GEC1403-G27']","['GED1966-G00', 'EDU3106-G00', 'GEC1104-G33', 'GEC1104-G30', 'GED1650-G00']"
강단비,2019215803,기계공학과,3,2,"['GEC1105-G45', 'EE361-01', 'CA4011-00', 'FT1071-00', 'GED1664-G00', 'GEB1301-G00', 'GED1103-G00', 'GED1517-G00']","['GED1868-G00', 'GEC1102-G11', 'EDU2101-G01', 'GEC1102-G15']"
윤지성,2018497009,기계공학과,8,4,"['PM4025-00', 'PM3022-17', 'CE379-00', 'EE324-00', 'GEC0103-G09', 'GED1959-G03', 'CSE203-03', 'GEC2001-G19', 'CA3018-00', 'GEC1403-G03', 'SWCON332-00', 'APCH4401-00', 'CHE453-01', 'GED1739-G00', 'GEC1105-G24', 'ELC204-01']","['GED1440-G01', 'EDU4104-G01', 'EDU3103-G00', 'GEC1102-G18']"
김시호,2012834537,기계공학과,5,3,"['EE497-09', 'EE202-05', 'CSE203-04', 'RU1103-02', 'AMIE475-00', 'SPACE411-00', 'GEC2001-G03', 'GEC1105-G29', 'FT2076-00', 'GEC1102-G00', 'GEC1101-G02', 'GEE1332-G02']","['EDU2102-G00', 'GEC2001-G41', 'GEC1105-G32', 'GED1966-G00']"
장현진,2021094543,기계공학과,1,1,"['EE486-00', 'ENV385-01', 'AMTH4012-00', 'ENV488-02']","['GEC1104-G00', 'GEC1102-G33', 'GEC2001-G17', 'GEC1104-G08', 'GEE1956-G02']"
윤주호,2016467747,기계공학과,8,4,"['EDU4103-G01', 'ENV385-00', 'APHY3200-00', 'VID2019-01', 'BIO103-02', 'AMIE220-02', 'HBT310-00', 'ME275-02', 'CA1006-00', 'CPE301-13', 'GEC1403-G10', 'AMIE461-00', 'GEC1105-G04', 'ME331-02', 'PM3022-19', 'ME202-02', 'GEC1102-G40', 'GEC1104-G24', 'EE497-10', 'PM2023-12', 'GED1508-G00', 'CDG0264-00', 'ME305-02', 'PM4025-15']","['GEC1105-G28', 'GED1609-G00', 'GEE1330-G03', 'GEC1403-G33']"
최가을,2014707240,기계공학과,4,2,"['GEC1403-G21', 'EE209-05', 'GEC1102-G38', 'CA2012-00', 'CPE401-03', 'GEC1102-G30', 'APHY1002-10', 'GI400-01', 'APHY1002-20', 'EE210-00', 'IS2510-00', 'GEC1102-G49']","['GEC1403-G25', 'GEC2001-G20', 'GEC1102-G52', 'GEC2001-G02', 'GEE1630-G01']"
윤지영,2020261583,기계공학과,3,2,"['ENV385-00', 'SWCON254-00', 'GEC1102-G54', 'CSE204-01', 'AR352-00', 'GED1432-G00', 'IS3513-00', 'APCH1121-01', 'GEC1403-G25', 'GEE1657-G00', 'CSE331-00', 'CA2019-00']","['GEC1102-G21', 'GEC1105-G12', 'GEC1102-G31', 'EDU3103-G00', 'GED1995-G00']"
윤태원,2018217597,기계공학과,3,2,"['AMTH1004-10', 'CHE431-02', 'CHI211-00', 'EDU2104-G00', 'AMTH1002-03', 'GEC1105-G25', 'AMIE251-00', 'CHI315-00', 'PM2023-03', 'GEC1102-G00', 'GEC1105-G44', 'IPE401-00']","['GEE1344-G01', 'GED1432-G01', 'GEC2001-G10', 'GEC1403-G10', 'GEC1102-G22']"
한승후,2016339362,기계공학과,5,3,"['PM1019-06', 'GEC2001-G05', 'GED1717-G02', 'SPACE212-00', 'CE251-01', 'KO1101-00', 'PAM329-00', 'IE315-00', 'CPE101-06', 'CPE301-04', 'IS2513-00', 'CPE301-05']","['GEC1403-G00', 'GED1721-G00', 'GEC1403-G32', 'GED1217-G00', 'GEC1102-G44', 'GEC1104-G12']"
임다겸,2021934327,기계공학과,2,1,"['LA316-00', 'JP251-00', 'ID2018-00', 'EE213-00']","['GEC1105-G26', 'GEC1105-G34', 'GEC1102-G06', 'GEC2001-G25', 'GEC2001-G34']"
임다빈,2020614221,기계공학과,3,2,"['GEC1102-G30', 'AMTH1009-04', 'PM2019-01', 'LA319-00', 'EDU3345-G00', 'AMTH4007-00', 'CHI201-01', 'APCH4601-00']","['GED1408-G01', 'GEC1102-G20', 'EDU3105-G00', 'GEC1104-G18', 'IPE102-00', 'GEE1959-G00']"
정영훈,2014335995,기계공학과,6,3,"['GEC2001-G00', 'GEC1403-G35', 'SPACE212-00', 'FT1075-00', 'GED1961-G00', 'GI302-01', 'PE306-01', 'VID2002-01', 'VID3001-00', 'AMTH1004-11', 'RU1103-00', 'GED1337-G00']","['GEC1403-G19', 'GEC1104-G39', 'GEB1102-G08', 'GEC1403-G38']"
이서현,2012933543,기계공학과,3,2,"['IS3516-00', 'GEC1403-G24', 'CE275-02', 'ME435-01', 'ELC251-00', 'ME401-00', 'PM1005-00', 'CHI107-00', 'AMTH1009-13', 'GEE1605-G00']","['GEB1102-G08', 'GED1240-G01', 'GED1717-G03', 'GEC2001-G35', 'GEE1267-G00']"
정재성,2021592639,기계공학과,1,1,"['EE363-00', 'FR1013-01', 'PM2019-01', 'GED1508-G00', 'EE207-02']","['GED1537-G00', 'GEE1344-G00', 'GEC1102-G10', 'EDU3106-G01', 'GEC1403-G23', 'GEC1102-G42']"
정우석,2013017006,기계공학과,5,3,"['PM4015-00', 'FT1076-00', 'GEC1102-G11', 'GED1801-G00', 'AMIE220-02', 'CHE453-00', 'GEC1105-G11', 'IS2516-00', 'GEC1105-G25', 'GI404-01', 'AMTH1004-00', 'CE377-02', 'CHE453-01', 'EDU2101-G01', 'DC302-00']","['GEC1403-G33', 'GEE1956-G03', 'GEC0103-G03', 'GEC1104-G02', 'GED1223-G02']"
박루다,2021884773,기계공학과,1,1,"['GED1940-G00', 'ELC471-00', 'CPE401-16', 'EE497-09']","['GEC2001-G18', 'GEC1102-G16', 'GEB1102-G08', 'GEC1101-G02', 'GEE1959-G00']"
최현우,2013942166,기계공학과,6,3,"['CPE104-02', 'CSE426-00', 'PM2023-05', 'GEC2001-G20', 'CPE101-00', 'ME301-02', 'KO1202-00', 'GEC2001-G10', 'IE301-01', 'GEC2001-G25', 'CPE401-16', 'SC301-01', 'SM333-00', 'AR311-02', 'GEC1105-G37']","['GEE1332-G06', 'GEB1102-G06', 'GEC1105-G33', 'GED1734-G00', 'GED1208-G00']"
강가율,2021209917,기계공학과,2,1,"['JP111-00', 'EDU3198-G00', 'ME202-03', 'AE371-00', 'APHY1000-03', 'AT301-00']","['EDU2107-G00', 'GEC2001-G24', 'GEE1959-G00', 'GEC1104-G28', 'GED1362-G00']"
조동욱,2013267628,기계공학과,6,3,"['GEC1403-G00', 'APHY1000-04', 'FD101-02', 'GEC1403-G19', 'ENV389-00', 'GEC1105-G48', 'GEC1102-G30', 'APCH1131-01', 'GED1865-G00', 'GEC1102-G44', 'FR2032-00', 'APCH3607-00', 'CPE108-04', 'APCH3501-00', 'EDU2107-G01', 'CPE201-07', 'FR2011-00', 'APHY1002-24']","['GEC1102-G47', 'GEE1265-G00', 'GEC0103-G04', 'GEC1105-G17', 'GED1467-G00', 'GEC1102-G07']"
이윤준,2021553295,기계공학과,2,1,"['GEB1202-G04', 'ESP207-02', 'CPE101-09', 'IS1003-01', 'GEC1105-G31']","['GEC1403-G04', 'EDU3103-G00', 'GEC1105-G51', 'GEE1193-G00']"
조준석,2016053836,기계공학과,3,2,"['AMIE396-02', 'DC205-00', 'ME380-01', 'GEC1105-G15', 'ID4015-01', 'CPE301-05', 'GEB1102-G02', 'ESP334-00', 'APHY1002-02']","['GED1539-G00', 'GEB1102-G00', 'GEC1105-G28', 'GED1325-G00']"
정혜빈,2020977056,기계공학과,4,2,"['EE321-02', 'APHY1000-04', 'CPE101-09', 'ME275-02', 'OMB204-00', 'CDG0268-00', 'CSE436-00', 'VID2008-01', 'GED1991-G00', 'CPE401-05']","['GEC2001-G11', 'EDU3121-G00', 'GED1801-G00', 'GEC2001-G26', 'GEB1102-G03']"
임예인,2011253728,기계공학과,7,4,"['SC403-01', 'FT4075-00', 'ME331-02', 'GEC1105-G46', 'ESP309-00', 'CHI303-00', 'IS2506-00', 'AMTH1009-17', 'CPE201-15', 'AE251-00', 'ID4014-00', 'GED1959-G04', 'CSE305-00', 'ME331-01', 'ME314-01', 'ELC101-00']","['GED1459-G00', 'GEC1104-G34', 'GEC2001-G14', 'GEC1105-G29', 'GEE1330-G03', 'GED1736-G00']"
강사랑,2012430679,기계공학과,5,3,"['EDU2107-G01', 'TC319-00', 'GED1908-G00', 'CSE433-00', 'GEC2001-G21', 'EE209-05', 'TC313-01', 'GEC1104-G21', 'FT3082-00', 'GEC1104-G35', 'AR311-01', 'AMTH1002-09']","['GEC1105-G49', 'GED1135-G00', 'GEC1102-G50', 'GEC2001-G10']"
정석현,2013376776,기계공학과,6,3,"['SC312-00', 'CA3018-00', 'CPE201-01', 'CSE204-01', 'APHY3400-00', 'GED1657-G00', 'GEC1102-G03', 'AR112-02', 'GEE1332-G04', 'ESP105-02', 'EDU3171-G00', 'IS1001-02']","['GEC1104-G42', 'GEC1102-G53', 'GED1865-G00', 'GEC1102-G22', 'GED1959-G03', 'GEC1104-G41']"
조겸,2015438398,기계공학과,7,4,"['RU2103-00', 'PE213-01', 'KO4201-00', 'GEC1105-G43', 'GE402-00', 'IE415-00', 'AMTH1002-04', 'FT3039-00', 'ELC103-00', 'KO1402-00', 'ESP431-00', 'GEE1332-G01', 'EDU3186-G00', 'TK203-01', 'ESP333-00', 'GEC1102-G24']","['GEC1102-G16', 'GED1242-G00', 'GEC1102-G34', 'GEC1403-G28']"
강채은,2019475107,기계공학과,3,2,"['ENV171-01', 'JP213-00', 'GED1337-G00', 'GEC1105-G04', 'IE411-00', 'FR2022-00', 'AMIE271-00', 'EE206-02', 'GEC1105-G05', 'FD101-05', 'TC317-00', 'GEC1102-G09']","['GEE1330-G01', 'GEE1648-G00', 'GEC0103-G09', 'GEC0103-G04', 'GEC1403-G11']"
서동연,2021374283,기계공학과,1,1,"['GEE1330-G04', 'IS2004-00', 'CHE332-02', 'TK204-02', 'CPE104-06', 'APCH2303-02']","['GEB1202-G00', 'GEC1403-G03', 'GED1419-G00', 'GEC2001-G03', 'GEC1105-G19', 'GEE1345-G00']"
조가연,2021733907,기계공학과,1,1,"['IS2510-00', 'CHI103-01', 'CPE201-03', 'AR411-01', 'APHY1002-05', 'PM4025-00']","['GEE1642-G01', 'GED1206-G00', 'IPE108-00', 'GED1502-G01', 'GED1113-G01']"
윤라은,2011896560,기계공학과,7,4,"['APCH2101-00', 'ME305-02', 'AMIE396-01', 'AMTH1002-05', 'PM1019-14', 'GEE1956-G06', 'GEC1105-G25', 'APHY1002-10', 'GEC1102-G47', 'GED1363-G00', 'ME205-02', 'AR452-00', 'APHY1002-26', 'LA319-00', 'AR311-01', 'HBT401-00', 'PM1016-01', 'GEC2001-G34', 'GEC1102-G51', 'FD111-01']","['GEC1105-G27', 'GEC1104-G16', 'GEC1403-G05', 'GEE1667-G01', 'GEC1105-G14']"
서라율,2021100039,기계공학과,1,1,"['EDU2101-G01', 'GEE1958-G00', 'GEB1102-G05', 'IS3001-00', 'PM2023-03', 'ESP207-02']","['GEB1102-G03', 'GEC2001-G29', 'GEE1630-G00', 'GED1540-G00', 'GEC1102-G06', 'GED1362-G00']"
윤하음,2021193388,기계공학과,1,1,"['FR1011-01', 'ME305-02', 'GEC1102-G02', 'RU3101-00', 'GED1965-G00', 'SPACE412-00']","['GED1465-G00', 'GED1528-G00', 'GED1223-G01', 'GED1435-G00']"
윤소정,2021219151,기계공학과,2,1,"['CPE401-04', 'RU3101-01', 'GED1103-G00', 'ELC464-00']","['GED1311-G00', 'GEC2001-G25', 'GEC2001-G23', 'GEC2001-G03', 'GEC1104-G23', 'GEC1102-G04']"
한우찬,2016830245,기계공학과,5,3,"['EE202-02', 'EDU2101-G00', 'EDU3357-G00', 'CSE322-00', 'LA312-00', 'FD111-01', 'APCH4607-00', 'IE414-00', 'EE364-00', 'GED1440-G01', 'GEB1201-G00', 'CPE301-04', 'IE201-00', 'ESP309-02', 'GEC1102-G04', 'JP111-00', 'GED1511-G00', 'FD101-05']","['GEC2001-G36', 'GEC1102-G18', 'GED1959-G03', 'GED1819-G00']"
조성주,2011751388,기계공학과,3,2,"['GEC1102-G02', 'PE105-01', 'GED1212-G00', 'SPACE471-00', 'FT4071-00', 'AMTH1009-17', 'IE207-01', 'DC404-00', 'ME382-01', 'GED1717-G03']","['GEC1102-G24', 'GEE1127-G02', 'GEE1961-G00', 'GEB1202-G04', 'GEC2001-G40']"
장영진,2014460331,기계공학과,8,4,"['FSB231-00', 'GEE1956-G01', 'GEN403-00', 'CPE401-02', 'APCH3403-00', 'GEC1403-G11', 'AE211-00', 'TC202-00', 'IS1002-00', 'GEC1403-G31', 'VID3003-00', 'CPE401-15', 'CHI420-00', 'GEC1105-G10', 'GED1544-G00', 'GEE1956-G06', 'PM2023-18', 'SC400-01', 'AMIE394-04', 'APHY1002-09']","['GEC1102-G45', 'GED1337-G00', 'GEC2001-G05', 'EDU3105-G00', 'GEC1104-G15']"
강다경,2014217498,기계공학과,6,3,"['AMTH1004-03', 'APHY3602-00', 'PM1019-08', 'GED1217-G01', 'CPE301-16', 'CPE201-08', 'APCH3101-00', 'ME335-01', 'AMTH1004-11', 'APCH4601-00', 'SC402-01', 'GEE1330-G04']","['GEC2001-G19', 'GEC2001-G31', 'GEC2001-G14', 'GED1104-G00']"
최승후,2011584553,기계공학과,8,4,"['GED1801-G00', 'FD101-01', 'NE443-00', 'PM1005-00', 'VID3009-01', 'GEC1104-G12', 'PM4025-01', 'ESP319-00', 'GEC1104-G18', 'CHE331-01', 'RU4104-00', 'IS1001-01', 'CE351-02', 'CE400-00', 'PM1016-01', 'ME275-01', 'CHE453-00', 'FR2011-01', 'FR4024-00', 'AMIE352-00', 'NE201-00', 'GEC1104-G03', 'AMTH1005-00', 'GEE1332-G05']","['GED1961-G00', 'GEE1920-G00', 'GEC1403-G12', 'GEC1104-G33']"
장태건,2011787870,기계공학과,8,4,"['CA3024-00', 'TK211-02', 'GEE1630-G00', 'EDU2107-G01', 'EE202-04', 'IE423-03', 'ESP324-00', 'GED1440-G00', 'CSE308-00', 'GEC1102-G19', 'LA205-00', 'GED1136-G00', 'CHE232-01', 'AR111-01', 'CSE440-00', 'EE497-04', 'TK311-02', 'GEC1403-G29', 'GEC1105-G21', 'GED1541-G00', 'GEC1104-G21', 'CPE101-06', 'CA2006-01', 'GI308-00']","['GED1717-G03', 'GED1873-G00', 'EDU2102-G01', 'GEC1102-G22']"
정정민,2016438830,기계공학과,7,4,"['SC209-01', 'GEE1630-G00', 'ME205-03', 'IE423-03', 'NE465-00', 'VID4025-00', 'ESP101-01', 'CE375-01', 'EDU3184-G01', 'PM2023-14', 'FSB401-00', 'AR112-03', 'DC213-00', 'GEC1105-G02', 'GEC1102-G24', 'CDG3278-00']","['GED1650-G00', 'GEC1102-G27', 'GEC1102-G21', 'GED1123-G00', 'GEC1102-G54']"
서규리,2012183387,기계공학과,7,4,"['GEB1102-G00', 'GEC2001-G39', 'GEC2001-G05', 'GEN202-00', 'EE211-02', 'GEC1102-G33', 'CPE301-13', 'EE362-00', 'NE203-00', 'AMTH1009-02', 'CPE301-13', 'NE465-00', 'APCH3301-00', 'IS2502-00', 'GED1508-G00', 'GED1353-G00']","['GED1103-G00', 'GEC1105-G18', 'GEC1105-G47', 'GEC2001-G04']"
강태영,2017658607,기계공학과,8,4,"['AR311-04', 'EDU3171-G00', 'ME379-01', 'CSE340-00', 'GED1511-G00', 'PM3022-14', 'CHE232-03', 'GEE1633-G01', 'CPE108-03', 'GI105-01', 'AR211-04', 'FT3035-00', 'AR411-04', 'GEC2001-G26', 'GEN301-00', 'CPE108-02', 'GEC1102-G16', 'ESP431-00', 'GEE1127-G02', 'AMTH1009-03', 'APCH3501-00', 'AMIE394-02', 'CE273-00', 'GEC1102-G05']","['GED1206-G00', 'GED1959-G04', 'GED1202-G01', 'GEC2001-G18', 'GEC1105-G48']"
강석현,2012172840,기계공학과,4,2,"['CPE201-01', 'FR3015-00', 'PE308-01', 'PE403-00', 'TC202-01', 'CPE101-05', 'GEC1105-G19', 'EE497-10']","['GEC1105-G21', 'GEC1403-G03', 'GEB1101-G02', 'GEC1102-G37', 'GED1966-G00']"
윤채빈,2019946104,기계공학과,4,2,"['AMTH4012-00', 'ME202-03', 'GEN301-00', 'CHI303-00', 'DC201-00', 'CE301-01', 'DC202-00', 'FD105-00']","['GEC1104-G08', 'GED1717-G03', 'GED1465-G00', 'GEC1105-G25', 'EDU3103-G00']"
이건희,2012537144,기계공학과,3,2,"['ME305-01', 'PM4028-00', 'BME304-00', 'APCH3607-00', 'CPE301-09', 'GEN308-00', 'IS4205-00', 'GEE1330-G03', 'GED1544-G00', 'ENV485-00']","['GED1212-G00', 'GEB1102-G04', 'GEC1104-G13', 'GEC2001-G36', 'GEC0103-G02', 'GEB1202-G00']"
김준영,2013845764,기계공학과,5,3,"['GEC1403-G05', 'ID4019-01', 'GI103-01', 'AR353-00', 'CHI409-00', 'GED1736-G00', 'GED1861-G00', 'AE211-00', 'IPE503-00', 'NE201-00', 'EE342-01', 'CDG3278-00', 'KO1402-00', 'SC310-00', 'KO4105-00']","['GEC1403-G19', 'GEC1403-G26', 'GED1217-G00', 'GEC1403-G28']"
최보영,2018581309,기계공학과,6,3,"['EE368-03', 'AR431-01', 'GEC1403-G14', 'AE101-00', 'AR251-00', 'GED1217-G01', 'AR211-03', 'IS2517-00', 'DC213-00', 'AE211-03', 'PM1019-14', 'GEC1104-G03', 'NE202-00', 'CPE401-16', 'GEC2001-G37']","['GEC2001-G19', 'GED1801-G00', 'GEC1105-G16', 'EDU3345-G00', 'GEC2001-G41']"
윤찬우,2012381757,기계공학과,8,4,"['GEE1958-G00', 'GED1959-G00', 'LA326-00', 'EDU2101-G01', 'ELC337-00', 'ENV461-00', 'BME316-00', 'GEE1652-G00', 'GEC1403-G16', 'SPACE201-00', 'CPE201-09', 'HBT401-00', 'IE320-00', 'GEC1105-G04', 'GEC1105-G32', 'AR161-02']","['GEC1105-G33', 'GED1801-G00', 'GEC1105-G48', 'GEE1615-G00', 'GED1103-G00']"
강채하,2021036204,기계공학과,2,1,"['NE303-00', 'PM1012-00', 'AR411-04', 'PM4028-00']","['GED1235-G00', 'GED1959-G01', 'GEC1104-G28', 'GEC1102-G48', 'GEE1961-G00', 'GEC2001-G26']"
정연우,2021470987,기계공학과,1,1,"['PM4025-03', 'GI204-01', 'TK211-02', 'CHI420-00']","['GED1353-G00', 'GEE1265-G00', 'GEE1630-G01', 'GEC1102-G36', 'GEE1127-G02', 'GED1861-G00']"
윤희수,2021916074,기계공학과,1,1,"['APHY2200-00', 'FSB241-00', 'CE275-02', 'APHY1000-03']","['GEC1102-G39', 'GEC1105-G38', 'GEC2001-G05', 'GEC1102-G01']"
서경민,2012165875,기계공학과,7,4,"['IS3107-00', 'CPE201-05', 'IE207-01', 'ID4016-00', 'GEB1102-G03', 'GED1502-G01', 'EDU4103-G00', 'NE303-00', 'KO2501-00', 'CPE301-15', 'ELC204-01', 'GEC1102-G08', 'TK102-01', 'CHI105-00', 'FT4075-00', 'GEC1102-G53']","['GEC1102-G18', 'GEC1102-G29', 'GED1721-G00', 'GEE1958-G01', 'GED1119-G01']"
이한울,2019213708,기계공학과,5,3,"['AMTH1002-07', 'FD101-04', 'GED1329-G00', 'IS2508-00', 'PM3022-07', 'FR3015-00', 'BME304-01', 'AMIE220-02', 'ID3015-00', 'LA210-00', 'PM4025-06', 'VID2011-00']","['GEC1403-G05', 'GED1947-G00', 'GEC1102-G50', 'GEC1102-G33']"
임서이,2018590004,기계공학과,7,4,"['CPE401-15', 'AMTH1002-09', 'CPE401-16', 'PM1019-02', 'FD101-01', 'RU2103-00', 'PE211-01', 'GED1306-G00', 'PAM208-00', 'PM1018-00', 'LA319-00', 'GED1508-G01', 'ME431-01', 'GEC1105-G24', 'GEC1102-G14', 'ME371-04', 'GED1801-G00', 'GEE1615-G00', 'EE206-02', 'CPE104-02']","['EDU2103-G04', 'GEC1105-G37', 'GED1957-G01', 'GED1242-G00', 'GEC1403-G01', 'GEC1105-G06']"
정지윤,2020401257,기계공학과,3,2,"['GEC2001-G34', 'DC301-00', 'OMB301-00', 'GEC1105-G37', 'EE368-03', 'CDG3255-00', 'CHI103-01', 'GEC1105-G51', 'CDG3262-00', 'AMTH3029-00']","['GEC1104-G35', 'GEC0103-G09', 'GEE1958-G00', 'GED1208-G01', 'GEC1403-G19']"
장인호,2017644890,기계공학과,4,2,"['CDG0266-00', 'GEC2001-G29', 'TC209-00', 'GED1419-G00', 'RU2101-01', 'EE209-01', 'IE306-00', 'GED1666-G00']","['GED1959-G02', 'GED1206-G00', 'GED1235-G00', 'GEC2001-G23']"
한초아,2011986884,기계공학과,6,3,"['GEC1102-G08', 'GEC1403-G15', 'BME403-00', 'EE496-00', 'GEC1102-G01', 'GEC1105-G14', 'GEN401-00', 'RU2101-01', 'IPE503-00', 'FSB241-01', 'GI315-00', 'GED1223-G00']","['GEC2001-G02', 'GED1626-G00', 'GEE1667-G01', 'GEC1105-G36', 'GEE1630-G01']"
박민석,2016466917,기계공학과,7,4,"['EE497-12', 'PM1019-14', 'IS2202-01', 'CPE301-04', 'APHY3600-00', 'PE313-00', 'GEC1105-G21', 'GEC1104-G38', 'APCH1101-01', 'CHE232-04', 'GED1957-G01', 'FT1003-00', 'ENV315-00', 'EDU3357-G00', 'AMTH1009-06', 'IS3002-01', 'CSE330-00', 'ME231-01', 'IE407-00', 'TC324-00', 'CSE302-02', 'GEE1648-G01', 'CSE444-00', 'GEN418-00']","['GEC1102-G51', 'GED1537-G00', 'GED1248-G00', 'EDU4103-G01', 'GED1955-G00', 'GEC2001-G37']"
